Gene,logFC,pval,-log10p
ILMN_1654436,0.4305625342058823,0.0010561709199980195,2.976265794297113
ILMN_1675762,0.44437868591176466,0.0013383674584674808,2.8734246315045806
ILMN_1713964,-0.1425097109117647,0.028058625849243162,1.5519336020426675
ILMN_1781906,-0.1942781146176471,0.16013175541946784,0.7955225354392166
ILMN_1699320,0.46168079058823536,0.001465499384255321,2.8340143596988123
ILMN_1732722,-0.0462724879117647,0.2802732445494051,0.5524183588902979
ILMN_1798204,-0.24003599361764705,0.020054837642613947,1.6977808495737468
ILMN_1754579,0.10595949888235293,0.12892427598064324,0.8896652988469358
ILMN_1690566,-0.006714840176470602,0.9646156228915888,0.015645708534119836
ILMN_2296101,0.3883527567058823,0.004358321352263411,2.360680751058677
ILMN_1676447,0.3297860302941176,0.009414480476650304,2.0262036408463913
ILMN_2183891,0.39246720397058826,0.001128010725713499,2.9476867708349097
ILMN_1763447,-0.00643461879411765,0.960195818763281,0.017640189527015838
ILMN_2157806,0.35698524405882354,0.006441316578742482,2.191025355552637
ILMN_1736689,0.3366734120588235,0.007237780267129947,2.1403946058397993
ILMN_1812926,-0.0697258785294117,0.7023417233696954,0.15345153108394313
ILMN_1659682,0.050120085794117634,0.501097775002276,0.30007752562786666
ILMN_1744118,0.15396279414705882,0.2206232723499117,0.6563486781149589
ILMN_1664907,0.3199258121764706,0.009744813263422223,2.0112264787056544
ILMN_1873394,0.19802745679411765,0.030375840949311082,1.5174716898680414
ILMN_1727078,0.1991156958235294,0.0034954699260687154,2.456494430052951
ILMN_1794551,0.36095477747058824,0.003830004875946493,2.41680067313443
ILMN_1792508,-0.5648315098235294,0.0019130509919302679,2.718273453799786
ILMN_2348403,-0.0906720030882353,0.06217543989754316,1.2063811333696506
ILMN_1804804,0.32325183852941175,0.0159644204020459,1.7968468441625876
ILMN_2283895,0.3473963045882353,0.004778059936314052,2.3207484067319766
ILMN_1771862,0.14946280402941176,0.2323436767054194,0.63386914246341
ILMN_1799725,-0.40031705538235296,0.049114159136417555,1.3087932869330998
ILMN_2403906,-0.32935908405882347,0.011847543293621508,1.9263716956147128
ILMN_1755047,0.28457263129411764,0.007154987321884995,2.1453911314416283
ILMN_2317580,0.03192608482352943,0.8547263077083759,0.06817292864089902
ILMN_1662038,-0.1981935156176471,0.2195532376121882,0.6584601542474068
ILMN_1696066,0.2900050813529412,0.008907190191498637,2.050259274277253
ILMN_1787371,0.2864062057058823,0.02748907191824089,1.5608399224915879
ILMN_1671992,0.016061050029411744,0.8880710759156869,0.0515522744886224
ILMN_2205022,0.2328950223235294,0.050108366349797505,1.3000897560448634
ILMN_2219134,0.06112954417647057,0.6505981957367833,0.18668714545417356
ILMN_1803398,0.06650683632352941,0.6635090562193654,0.1781531450840129
ILMN_1678305,0.341333766617647,0.010533920101922974,1.9774099800193166
ILMN_1736969,0.33277957473529407,0.012011207312646504,1.9204133370710477
ILMN_1678765,0.2793226702058823,0.016564189470214177,1.7808298104446
ILMN_2404512,0.0634839379117647,0.39789906086165827,0.4002270858927695
ILMN_1671971,0.2674953540588235,0.05653787937253728,1.247660485094413
ILMN_1670093,0.3274467420294117,0.007275841032832506,2.1381167982448708
ILMN_1748968,-0.060121904852941166,0.5773192438135033,0.23858396589869532
ILMN_2094718,0.43890847502941177,0.0026996736899943608,2.5686887259147273
ILMN_1731476,0.18690106220588235,0.03379083833199819,1.4712010334857006
ILMN_1783266,0.17028205585294118,0.09741885963453575,1.011356958497847
ILMN_1752008,-0.1572590437647059,0.005599357501810335,2.251861803248556
ILMN_1702120,0.2977988277058824,0.008097787759518896,2.0916336101407973
ILMN_1668895,0.2830852315882353,0.03273628854611464,1.4849705599671674
ILMN_2046315,-0.3778359229705882,0.0026268850239374044,2.580558935421881
ILMN_1767362,0.19347603147058823,0.02707731595996325,1.5673943873114315
ILMN_1751097,-0.2915536178235294,0.057632451622245326,1.239332905607497
ILMN_1811316,0.24233578455882354,0.023231352930253833,1.6339254973442299
ILMN_2322356,0.28508341832352946,0.016062706490689842,1.794181276308864
ILMN_1666617,0.3937779048529412,0.0014682240013975077,2.8332076806941435
ILMN_1690954,0.20813442444117647,0.029572494557968062,1.5291120394554305
ILMN_2208903,-0.5709415674705882,0.03515525574856618,1.454009738297905
ILMN_1676731,0.16519710797058823,0.04453783470190197,1.3512709009049095
ILMN_1723837,0.3416469566176471,0.0031739525497929103,2.4983995701826647
ILMN_1768394,-0.0673275143529411,0.7264585888368083,0.1387891372534384
ILMN_1659678,0.2540252785882353,0.01719486487027646,1.7646012328296894
ILMN_1694140,0.05206155720588234,0.47252383663495257,0.3255762784607194
ILMN_2250923,0.29866381426470584,0.0005468644898866149,3.2621202761992967
ILMN_2052163,-0.16923508876470594,0.14848502977568803,0.828317329602928
ILMN_1665180,0.4302290041176471,0.0014000876805391014,2.853844765763246
ILMN_1786722,0.27479809749999995,0.08928651363051227,1.0492141345959949
ILMN_1764061,0.23870986864705881,0.041884089387209125,1.3779509222272939
ILMN_1733667,0.0086211883235294,0.8854547504936029,0.05283362771281998
ILMN_1781479,-0.021414476705882358,0.7248209242353776,0.13976927787429685
ILMN_1758287,0.37720349388235297,0.004028486880994098,2.394858046323308
ILMN_1776552,-0.09835188576470588,0.10221086686438999,0.9905029283857342
ILMN_1733684,0.2891305344411765,0.010247850125615176,1.9893672347557854
ILMN_1766425,0.2022669035588235,0.03109311460467421,1.5073357723963985
ILMN_1683859,0.12845681573529413,0.3873137026975191,0.411937137920582
ILMN_1691432,0.14398628038235298,0.24379041494323758,0.6129833734473018
ILMN_1708248,0.23901755370588235,0.015712381962346228,1.8037579718863674
ILMN_1697922,0.2584181797058824,0.012783700854505689,1.8933434006362728
ILMN_1732566,0.20153145076470588,0.024411554796560344,1.6124045590480782
ILMN_2358760,0.32771050205882357,0.003274016436076135,2.484919144692174
ILMN_1869442,0.2567931777647059,0.011537195476027867,1.9378997490062133
ILMN_1902929,0.3052206614411765,0.0052883816301676585,2.2766772120141745
ILMN_1701230,0.20233414247058826,0.10008237053684467,0.9996424165552613
ILMN_1788778,-0.43100856997058823,0.029209491421830137,1.5344760046360233
ILMN_1775962,0.28841816673529413,0.0075593164443186235,2.1215174740599263
ILMN_2160124,0.2036927581764706,0.0463924131323129,1.3335530367765487
ILMN_1848659,0.26686620329411764,0.009130770493048985,2.0394925733133724
ILMN_2294976,-0.15946044411764707,0.08838699059372564,1.0536116527373114
ILMN_1713800,0.33133868679411765,0.01231539608495415,1.9095516159203934
ILMN_1708337,0.3174116375882353,0.004404652770580449,2.3560883223857965
ILMN_1756407,0.31128710964705886,0.014658001619024296,1.8339252346736687
ILMN_1793831,-0.08478158829411767,0.31681514543303,0.4991940650220421
ILMN_1871361,0.24779013664705885,0.036166258296993915,1.441696420323964
ILMN_1760992,0.2754662010294118,0.00821852886570068,2.0852059151470117
ILMN_1695945,-0.08216202829411766,0.5718481803280824,0.2427192565171757
ILMN_1667309,0.2873897632058824,0.01933670314904427,1.7136175698719414
ILMN_1734827,0.2777841363235294,0.020501937494259957,1.688205094880581
ILMN_1669565,0.14206480970588234,0.20474019156195108,0.6887968947082254
ILMN_1916352,0.06164724811764704,0.4555139878724438,0.34149828221997974
ILMN_1706266,0.1595013165,0.08725493911110752,1.0592099802084602
ILMN_1799031,0.3904986678529412,0.0023939443406117344,2.6208859511920117
ILMN_2122952,-0.25027520617647053,0.13379948808519038,0.8735455481691099
ILMN_1676042,0.27510720144117645,0.02429697613346968,1.614447772914632
ILMN_1729318,-0.2544066009705882,0.1299878009526028,0.8860974032897994
ILMN_1738957,0.33799705726470586,0.008302101505500294,2.080811961031076
ILMN_2375599,-0.23426257644117646,0.1272258395765008,0.8954246744909158
ILMN_1800750,0.030460481382352966,0.7667783262595096,0.11533017137942982
ILMN_1900263,-0.18353633211764708,0.11335641244598836,0.945553907287462
ILMN_2200915,0.24138317544117652,0.0190173196297993,1.720850694129304
ILMN_1784981,0.31908484000000004,0.011148917628405688,1.9527672932281857
ILMN_1813043,0.20072948144117647,0.006965956716444674,2.157019228394526
ILMN_1894821,0.0358844505,0.6828529780527145,0.16567279220960265
ILMN_1670881,0.13496550394117648,0.1969213957346455,0.7057070947065814
ILMN_1693014,0.23841503367647063,0.1546438713486526,0.8106672867322692
ILMN_1804738,0.2733111102058824,0.011080212376881381,1.9554519153094188
ILMN_1800197,-0.2238124505882353,0.09502007462280482,1.022184632849042
ILMN_1705210,0.25718303702941175,0.06567779983886357,1.182581404211473
ILMN_1883404,0.26823778858823527,0.016772231031007664,1.7754091639884353
ILMN_1692844,0.044496593705882354,0.3564138348574857,0.4480454463701548
ILMN_1738825,0.1771075278235294,0.10557154443724656,0.9764531249766646
ILMN_1721986,0.22802019341176472,0.05821962616232445,1.2349305875636607
ILMN_2339748,-0.2903945036764706,0.05004307504685246,1.300656011631543
ILMN_2164242,-0.3473852972352941,0.006818892360649784,2.1662861650392786
ILMN_1657056,0.27624285897058826,0.03171347516832904,1.498756165297597
ILMN_1665554,0.09810514938235294,0.27002527060079634,0.568595590030212
ILMN_1709818,0.37505549550000006,0.005343961339799628,2.272136692368668
ILMN_1878459,0.6342176152058824,8.549029429258383e-05,4.068083187896819
ILMN_1682336,0.18176559847058824,0.0029138177667553094,2.5355376129529117
ILMN_1730236,0.3590884194117647,0.002667055574379706,2.5739679346682123
ILMN_1720274,0.22146506949999997,0.03704392279141331,1.4312830296451555
ILMN_1679476,-0.08276518538235299,0.39316309756384205,0.40542725197036095
ILMN_1723042,0.2377825749411765,0.016710963250024292,1.7769985158688324
ILMN_1655485,-0.006910127647058825,0.8937243490570883,0.04879640977584435
ILMN_1762424,0.39852744517647054,0.002820712260724904,2.549641213721598
ILMN_1694477,0.30164209279411763,0.009339612370682869,2.0296711482631498
ILMN_1722622,-0.26578322823529404,0.35911050305703673,0.44477189269345174
ILMN_2203549,0.23861488402941178,0.026016199280832715,1.5847561494318696
ILMN_1747831,0.3147514586764706,0.007759983407023198,2.110139207381756
ILMN_1801605,-0.16194217432352942,0.12554100114010988,0.9012144123438098
ILMN_2068435,-0.31957624988235295,0.002962686004677528,2.5283143740555283
ILMN_1730809,0.18563444602941176,0.015236776421858226,1.8171069050622037
ILMN_1744045,0.21705128144117647,0.023804140598347526,1.6233474932540686
ILMN_1652963,0.2885093421764706,0.015601668486282872,1.8068289544892402
ILMN_1653876,0.23099722655882354,0.023723390256004732,1.6248232468312325
ILMN_1664320,0.2689274739411765,0.013290492947592882,1.8764589106713248
ILMN_1810780,0.33801978850000003,0.0038053537470214504,2.4196049648491464
ILMN_1670379,-0.4261620732941176,0.09871808384600066,1.005603283043256
ILMN_1743402,-0.07478800917647058,0.4238964287447383,0.37274024227345615
ILMN_1671895,-0.02623367388235294,0.7014098770399007,0.15402812280905825
ILMN_1763540,0.13974810273529414,0.3775645900782414,0.4230087428028111
ILMN_1778374,-0.41256893455882354,0.03090267414985182,1.5100039374595113
ILMN_1720255,0.3252906512941176,0.005138735398102439,2.2891437442729017
ILMN_1915816,0.33369330632352945,0.009502779195408663,2.0221493617938817
ILMN_1669543,0.31216720800000003,0.016644927607949923,1.7787180893349648
ILMN_1779076,0.20037970620588239,0.018451917694052085,1.7339584912575021
ILMN_1776822,0.34192347549999996,0.008850194515106267,2.0530471840017284
ILMN_1709396,-0.11621647908823529,0.041615683657996096,1.3807429664291728
ILMN_2300396,-0.34215057449999997,0.02974875987051645,1.5265311338889527
ILMN_1830806,0.1713095268235294,0.06303335297071298,1.2004295905747133
ILMN_1814002,0.3935930620294118,0.0015254535716747026,2.816601005899204
ILMN_2092987,0.22760889058823527,0.0755750231769591,1.1216217109629285
ILMN_1701641,-0.10695091205882347,0.2064902483055824,0.6851004534849489
ILMN_1806892,0.36909063176470586,0.003958851526666409,2.4024307857847056
ILMN_1692198,0.3964054900294117,0.0004996800245185758,3.301308011803674
ILMN_2391176,0.2947682065588235,0.016984925095163257,1.769936364062072
ILMN_1665884,0.2342835464411765,0.006405852028906032,2.1934230974817197
ILMN_2095597,0.23183398982352943,0.039893625020578534,1.3990964987890677
ILMN_1707700,0.27228516867647057,0.022473121576536907,1.6483365987287824
ILMN_1844128,0.2664916372941176,0.009796657008865017,2.0089220967857395
ILMN_1771905,0.44778195720588243,0.00046258839404353375,3.3348052675145556
ILMN_2068122,0.20534054079411768,0.028878101440022157,1.5394313623913667
ILMN_1762995,0.37189482408823527,0.004780916363730341,2.3204888536872077
ILMN_1737003,0.38995446767647063,0.0007260523817503723,3.1390320455747114
ILMN_1788462,-0.5115560891764707,0.005941964344274789,2.2260699585793366
ILMN_1773809,0.08685431585294116,0.27541189963334367,0.5600172992517481
ILMN_1721337,0.2150447250882353,0.0017678574176298732,2.7525527649075676
ILMN_1669759,0.35347713547058823,0.003435703210421845,2.463984359288731
ILMN_1652745,0.3548233500882353,0.005469515557977163,2.2620511379836303
ILMN_1742046,0.3023795788235294,0.012656507136991657,1.89768613163524
ILMN_1675435,0.19875916264705878,0.009945717716728272,2.0023638712456586
ILMN_1714841,0.3426209345,0.0029911250253157004,2.524165433618665
ILMN_1706536,0.07310065176470587,0.5179125383656422,0.28574357483440244
ILMN_2314007,-0.3103188633235294,0.01865577313548867,1.7291867481498788
ILMN_2318568,0.31742824426470584,0.03781847304344568,1.4222960101867246
ILMN_1706832,0.3289151322647059,0.007243720884312755,2.14003829230858
ILMN_1801610,0.282072469882353,0.07367611435391047,1.1326732867085192
ILMN_2364901,0.30112680147058823,0.006371382949862852,2.1957662910074127
ILMN_1874569,0.2363454465588235,0.06088672774572621,1.2154773657412026
ILMN_1712912,0.2729010726470588,0.009848522940760293,2.006628899124582
ILMN_1679116,0.3884359070588236,0.0017283751886464356,2.762361976745952
ILMN_1799516,-0.48515321920588234,0.00040045251526072084,3.3974489741686855
ILMN_1669044,0.36101857538235294,0.0018233864196885432,2.739121284085219
ILMN_1743635,0.062284244764705884,0.245244439142215,0.6104008313577215
ILMN_1651776,0.1385875987647059,0.20478151105807885,0.6887092567192767
ILMN_1663897,0.1229463897647059,0.2035689421795563,0.691288480111869
ILMN_1775373,0.2915793565882353,0.018539288470818684,1.7319069378898482
ILMN_2305249,0.35093132550000006,0.0037959506806304,2.4206794388341057
ILMN_2125395,0.3499048330588236,0.029349028081131844,1.5324062762218287
ILMN_1782141,0.2559788807647059,0.024753674681836237,1.6063603209492743
ILMN_1679045,-0.1007694829117648,0.6526804712490495,0.18529938156732617
ILMN_1699121,0.19509386952941177,0.019467588133216435,1.710687850499392
ILMN_1721558,0.2950861481764706,0.006730736921793518,2.1719373839858505
ILMN_1676679,-0.061160018823529436,0.43222874625439667,0.36428635285189265
ILMN_1709775,0.2955437121176471,0.01140792278920005,1.9427934268626372
ILMN_1723684,-0.12853977223529417,0.6563170788747857,0.18288629425813296
ILMN_1792305,-0.10571064923529414,0.2551266157603378,0.5932442318061946
ILMN_1791826,0.2815817087647059,0.004482577843744768,2.34847215981034
ILMN_1782863,0.3114700426764706,0.010144233786787598,1.993780750477542
ILMN_2094396,0.0014913367647058778,0.9846091919708342,0.006736114121279634
ILMN_1689234,0.16299681288235296,0.10001054570309603,0.999954203008141
ILMN_1768721,0.21085916094117646,0.03155456391566787,1.5009378174010344
ILMN_1808251,0.16711411517647062,0.06947495699115358,1.158171713402846
ILMN_1715638,0.27665435320588233,0.019996564893066414,1.6990446031418742
ILMN_2385220,-0.11402168082352941,0.26789302721670855,0.5720385901645293
ILMN_1784641,-0.6590954970588235,0.0005384414946737967,3.2688614788482417
ILMN_2090059,-0.19229956255882352,0.0019520247459331379,2.7095146810576
ILMN_1655740,0.11867888855882353,0.21662402219284424,0.66429338461137
ILMN_1659982,0.3544835882941177,0.003291049763671572,2.4826655507276363
ILMN_2180252,0.26721257294117645,0.014373533202870681,1.8424364634662822
ILMN_1689774,-0.35491931882352945,0.023868429199530476,1.6221761613209928
ILMN_1807491,0.11869632729411767,0.205397161276149,0.687405562932623
ILMN_2316955,0.32728826549999995,0.0028194110110055467,2.5498416084844413
ILMN_1807686,0.3496401454705882,0.005306671160115196,2.2751778235769806
ILMN_1811616,-0.06838487023529412,0.408313891407176,0.3890058445226155
ILMN_1658315,0.39153664991176473,0.0016188371716589025,2.7907968319176093
ILMN_1757896,0.27566208438235296,0.016575808046625017,1.7805252911804106
ILMN_1773126,0.23204275917647058,0.009069812903761623,2.0424016716722075
ILMN_1912197,0.15044042514705883,0.12049657794841477,0.9190252866926271
ILMN_1725105,-0.22883106694117647,0.07703918405780301,1.1132883255858876
ILMN_2406532,0.3159975602058823,0.005599592463134573,2.251843579681719
ILMN_1792356,0.018721189588235303,0.8711191982066565,0.0599224149332022
ILMN_1681916,0.2061850458235294,0.019262633998759646,1.7152843271329932
ILMN_1798373,0.3436413931176471,0.010230223405793958,1.9901148821388528
ILMN_1654612,-0.2790631122941176,0.009059502416134091,2.0428956548465442
ILMN_1665870,0.3318339794705883,0.009294462578627961,2.031775716799449
ILMN_1717366,-0.12822048997058821,0.06432738425926963,1.1916041079321604
ILMN_2373666,0.2583486467941177,0.010720675744980914,1.9697778393571364
ILMN_1655100,0.3097909511470588,0.012572001479374494,1.9005955765500875
ILMN_1654893,0.13448030729411767,0.1737382358010859,0.7601045927789628
ILMN_1661178,0.2689097437647059,0.012360228221518955,1.9079735102802704
ILMN_1800958,-0.08922550150000003,0.5136434227851079,0.2893382686642596
ILMN_1669494,0.3127317705882353,0.017876995455649285,1.7477054702536428
ILMN_1786872,0.13382482352941177,0.05085874348016817,1.2936343737389642
ILMN_1683194,-1.048523178617647,0.0007569159056197599,3.1209523685237435
ILMN_1672975,0.2775067969117647,0.014210894407956849,1.847378587504182
ILMN_1780842,0.1775210884411765,0.1927662047193663,0.7149691031634507
ILMN_1831751,0.0017131911764705794,0.9791375175385546,0.009156308284728892
ILMN_1796141,0.26851389005882353,0.013332053190363827,1.875102962320582
ILMN_1778631,0.27627514241176465,0.008042565808200884,2.094605376801923
ILMN_1749168,0.2991744516470589,0.00846518178852745,2.0723637110451083
ILMN_2132828,0.32588989644117644,0.011092047990815285,1.9549882600731543
ILMN_1824307,0.32861234041176474,0.014567508332126963,1.8366147248358402
ILMN_1684385,-0.3825025377647059,0.006293679623588455,2.2010953683895877
ILMN_1857897,0.03891953220588236,0.5882960781192563,0.23040404683071264
ILMN_1765796,0.13423622458823525,0.3297371463837153,0.48183212485946086
ILMN_1733655,0.2666406897058824,0.037342830067628265,1.4277927716526209
